term,score,,,,,,
scaremonger,-1,,,,,,
scariest,-1,,,,,,
scaring,-1,,,,,,
scary,-1,,,,,,
scatter,-1,,,,,,
sceptic,-2,,,,,,
scoff,-2,,,,,,
scold,-2,,,,,,
scope,-1,,,,,,
scorch,-2,,,,,,
scoreless,-1,,,,,,
scorn,-2,,,,,,
scorn,-1,,,,,,
scoundrel,-2,,,,,,
scourge,-1,,,,,,
scourge,-1,,,,,,
scowl,-2,,,,,,
scrag,-1,,,,,,
scrap,-2,,,,,,
scrape,-2,,,,,,
scratch,-1,,,,,,
scratchscratch,-1,,,,,,
scream,-1,,,,,,
scream,-2,,,,,,
screech,-2,,,,,,
screw,-1,,,,,,
scrub,-1,,,,,,
scrumptious,1,,,,,,
scrutinize,-2,,,,,,
scuffle,-2,,,,,,
scum,-2,,,,,,
scummy,-2,,,,,,
scurrilous ,-1,,,,,,
secede,-2,,,,,,
secession,-2,,,,,,
secrecy,-1,,,,,,
secret,-1,,,,,,
secure,2,,,,,,
secured,1,,,,,,
sedate,-1,,,,,,
sedentary,-2,,,,,,
sediment,1,,,,,,
sedimentation,1,,,,,,
seefinish,-1,,,,,,
seeth,-2,,,,,,
segregation,-2,,,,,,
seize,-2,,,,,,
seizure,-1,,,,,,
selfish,-2,,,,,,
senil,-2,,,,,,
senseless,-2,,,,,,
sensible,1,,,,,,
sensual,-2,,,,,,
sentimental,1,,,,,,
sepulchral,-1,,,,,,
sequester,-2,,,,,,
serene,1,,,,,,
serious,-2,,,,,,
seriously,-1,,,,,,
seriousness,-2,,,,,,
servitude,-2,,,,,,
set,1,,,,,,
sever,-2,,,,,,
severe,-1,,,,,,
severity,-2,,,,,,
sexist,-2,,,,,,
sexy,2,,,,,,
shabby,-2,,,,,,
shady,-2,,,,,,
shaft,-1,,,,,,
shaggy,-2,,,,,,
shake,-1,,,,,,
shakespear,1,,,,,,
shaki,-2,,,,,,
shaky,-2,,,,,,
shallow,-2,,,,,,
sham,-2,,,,,,
shame,-2,,,,,,
shameful,-2,,,,,,
shameless,-2,,,,,,
shameshame,-1,,,,,,
shaparly,2,,,,,,
share,1,,,,,,
shared,1,,,,,,
shares,1,,,,,,
sharing,1,,,,,,
shark,-2,,,,,,
sharp,1,,,,,,
shine,1,,,,,,
shipwreck,-2,,,,,,
shirk,-2,,,,,,
shit,-2,,,,,,
shitty,-2,,,,,,
shiva,-2,,,,,,
shiver,-2,,,,,,
shock,-1,,,,,,
shocked,-1,,,,,,
shocking,-1,,,,,,
shocking,-1,,,,,,
shoddy,-1,,,,,,
shook,-2,,,,,,
shoot,-1,,,,,,
short,-1,,,,,,
shortage,-2,,,,,,
shortcoming,-2,,,,,,
shortsighted,-2,,,,,,
shot,-2,,,,,,
shout ,-1,,,,,,
shove,-1,,,,,,
shred,-2,,,,,,
shrew,-2,,,,,,
shriek,-2,,,,,,
shrill,-2,,,,,,
shrivel,-2,,,,,,
shroud,-2,,,,,,
shun,-2,,,,,,
shy,-1,,,,,,
shy,-2,,,,,,
sick,-1,,,,,,
sicken,-2,,,,,,
sickening,-2,,,,,,
sickly,-2,,,,,,
sickness,-2,,,,,,
sidon,1,,,,,,
siege,-2,,,,,,
silli,2,,,,,,
silly,-2,,,,,,
simpleton,-2,,,,,,
simplistic,-2,,,,,,
simpu,1,,,,,,
simulated,-2,,,,,,
sin,-2,,,,,,
sincer,1,,,,,,
sinful,-2,,,,,,
sinister,-1,,,,,,
sins,-1,,,,,,
skon,-1,,,,,,
skank,-2,,,,,,
skata,-2,,,,,,
skeptic,-2,,,,,,
skeptical,-1,,,,,,
sketchy,-2,,,,,,
skillful,1,,,,,,
skinned,-1,,,,,,
skirmish,-2,,,,,,
skulk,-2,,,,,,
slack,-1,,,,,,
slam,-2,,,,,,
slander,-2,,,,,,
slap,-1,,,,,,
slash,-2,,,,,,
slash,-1,,,,,,
slaughter,-2,,,,,,
slave,-1,,,,,,
slayer,-2,,,,,,
sleaz,-1,,,,,,
sleepless,-1,,,,,,
slicker,-1,,,,,,
slight,1,,,,,,
slime,-2,,,,,,
slit,-1,,,,,,
sloppy,-2,,,,,,
sloth,-2,,,,,,
slothful,-1,,,,,,
slow,-2,,,,,,
slug,-2,,,,,,
sluggish,-2,,,,,,
slump,-1,,,,,,
slur,-2,,,,,,
slut,-1,,,,,,
sluttish,-1,,,,,,
sly,-2,,,,,,
smack,-2,,,,,,
small,-1,,,,,,
smallsmall,1,,,,,,
smart,2,,,,,,
smarter,2,,,,,,
smash,-2,,,,,,
smash,-1,,,,,,
smear,-2,,,,,,
smell,-1,,,,,,
smelly,-1,,,,,,
smellysmelly,-1,,,,,,
smesme,-1,,,,,,
smil,1,,,,,,
smile,1,,,,,,
smooth,1,,,,,,
smoothly,1,,,,,,
smother,-2,,,,,,
smug,-2,,,,,,
smuggle,-2,,,,,,
snake,-1,,,,,,
snare,-2,,,,,,
snarl,-1,,,,,,
snatch,-2,,,,,,
sneak,-1,,,,,,
sneer,-2,,,,,,
snitch,-1,,,,,,
snob,-1,,,,,,
snore,-2,,,,,,
snuggle,1,,,,,,
sob,-1,,,,,,
sobbed,-1,,,,,,
sobbing,-1,,,,,,
sober,-1,,,,,,
sobs,-1,,,,,,
sociab,2,,,,,,
sofri,1,,,,,,
solemn,-1,,,,,,
solemn,-1,,,,,,
somber,-2,,,,,,
sophisticated,1,,,,,,
sore,-2,,,,,,
soreness,-2,,,,,,
soreness,-1,,,,,,
sorrow,-1,,,,,,
sorry,-1,,,,,,
soulmate,1,,,,,,
sour,-2,,,,,,
space,-2,,,,,,
spam,-2,,,,,,
spank,-2,,,,,,
sparkle,1,,,,,,
spastic,-2,,,,,,
spaz,-2,,,,,,
spear,-2,,,,,,
special,2,,,,,,
speechless,-1,,,,,,
speedily,1,,,,,,
speedy,2,,,,,,
spew,-2,,,,,,
spill,-1,,,,,,
spinster,-2,,,,,,
spite,-1,,,,,,
splend,1,,,,,,
splendid,1,,,,,,
split ,-2,,,,,,
spoil,-2,,,,,,
spoiled,-1,,,,,,
spoilt,-2,,,,,,
spotless,2,,,,,,
sprain,-2,,,,,,
sprightly,2,,,,,,
spurt,-2,,,,,,
sputter,-2,,,,,,
squander,-2,,,,,,
squash,-1,,,,,,
squeeze,-1,,,,,,
squeezeface,-1,,,,,,
squelch,-1,,,,,,
squirm,-1,,,,,,
stab,-2,,,,,,
stabilize,2,,,,,,
stable,2,,,,,,
staggering,-1,,,,,,
stagnant,-2,,,,,,
stain,-2,,,,,,
stale,-2,,,,,,
stalemate,-2,,,,,,
stall,-1,,,,,,
stalled,-2,,,,,,
stalling,-2,,,,,,
stammer,-2,,,,,,
standstill,-2,,,,,,
stank,-1,,,,,,
star,2,,,,,,
stark,-2,,,,,,
startl,-2,,,,,,
starvation,-2,,,,,,
starve,-2,,,,,,
starve,-1,,,,,,
starving,-1,,,,,,
static,-2,,,,,,
steady,1,,,,,,
steal,-2,,,,,,
stealth,1,,,,,,
stench,-1,,,,,,
stereotype,-1,,,,,,
stern,-2,,,,,,
sternly,-2,,,,,,
stifle,-1,,,,,,
stigma,-2,,,,,,
stillborn,-1,,,,,,
stilted,-1,,,,,,
stimulate,1,,,,,,
sting,-2,,,,,,
stingy,-2,,,,,,
stingykoko,-2,,,,,,
stink,-1,,,,,,
stinkbird,1,,,,,,
stinkhorn,1,,,,,,
stinking,-1,,,,,,
stinking,-2,,,,,,
stinkweed,1,,,,,,
stinky,-2,,,,,,
stole,-2,,,,,,
stolen,-2,,,,,,
stool,-1,,,,,,
stop,-1,,,,,,
storm,-1,,,,,,
stormy,-2,,,,,,
straggle,-2,,,,,,
straggler,-2,,,,,,
strain,-2,,,,,,
straiten,-1,,,,,,
stranded,-2,,,,,,
strange,-1,,,,,,
strangle,-1,,,,,,
stray,-2,,,,,,
strength,1,,,,,,
strengthen,1,,,,,,
stress,-2,,,,,,
stressfree,1,,,,,,
stressful,-2,,,,,,
stricken,-2,,,,,,
strict,-2,,,,,,
strictly,-1,,,,,,
strident,-2,,,,,,
strife,-2,,,,,,
strike,-1,,,,,,
stringen,-2,,,,,,
strip,-1,,,,,,
strong,2,,,,,,
stronghead,-1,,,,,,
strongly,2,,,,,,
struck,-2,,,,,,
struggle,-1,,,,,,
struggling,-1,,,,,,
stubborn,-2,,,,,,
stuck,-1,,,,,,
stuffy,-2,,,,,,
stultify,-1,,,,,,
stunk,-1,,,,,,
stunned,1,,,,,,
stunning,1,,,,,,
stuns,-1,,,,,,
stunt,-1,,,,,,
stupefy,1,,,,,,
stupefy,-1,,,,,,
stupid,-2,,,,,,
stupor,-2,,,,,,
stutter,-1,,,,,,
subjection,-2,,,,,,
submerge,-1,,,,,,
submissive,-2,,,,,,
subservien,-2,,,,,,
subside,-2,,,,,,
substitution,1,,,,,,
subterfuge,-1,,,,,,
subtract,-1,,,,,,
subversion,-2,,,,,,
subvert ,-1,,,,,,
succeed,2,,,,,,
succes,2,,,,,,
success,2,,,,,,
successful,2,,,,,,
successfully,2,,,,,,
successiv,1,,,,,,
successor,1,,,,,,
succumb,-2,,,,,,
sucessful,2,,,,,,
suck,-2,,,,,,
sucked,-2,,,,,,
sucker,-2,,,,,,
suckerfish,1,,,,,,
sucks,-2,,,,,,
sucky,-2,,,,,,
suddenly,-1,,,,,,
sue,-1,,,,,,
suegbe,-2,,,,,,
suffer,-1,,,,,,
suffered,-1,,,,,,
sufferer,-1,,,,,,
sufferhead,-1,,,,,,
suffering,-1,,,,,,
suffers,-1,,,,,,
sufficient,2,,,,,,
suffocate,-1,,,,,,
suicidal,-2,,,,,,
suicide,-2,,,,,,
suitable,2,,,,,,
suk,-2,,,,,,
sule,-1,,,,,,
sullen,-2,,,,,,
sully,-1,,,,,,
sunder,-2,,,,,,
sunnier,2,,,,,,
sunniest,2,,,,,,
sunniness,1,,,,,,
sunny,2,,,,,,
sunshine,1,,,,,,
super,2,,,,,,
superb,2,,,,,,
superficial,-2,,,,,,
superfluous,-2,,,,,,
superior,2,,,,,,
superiority,1,,,,,,
superiors,1,,,,,,
superlative,1,,,,,,
superstar ,2,,,,,,
support,2,,,,,,
supported,2,,,,,,
supporter,2,,,,,,
supporting,2,,,,,,
supportive,2,,,,,,
supports,2,,,,,,
suppress,-1,,,,,,
suprem,1,,,,,,
supremacis,-2,,,,,,
supreme,2,,,,,,
supremo,2,,,,,,
surcharge,-2,,,,,,
sure,2,,,,,,
surefooted,1,,,,,,
surely,2,,,,,,
suret,1,,,,,,
surfresurfre,-1,,,,,,
surpass,1,,,,,,
surplus,-1,,,,,,
surpris,1,,,,,,
surrender,-1,,,,,,
survive,1,,,,,,
suspect,-1,,,,,,
suspend,-1,,,,,,
suspension,-2,,,,,,
suspicious,-1,,,,,,
swaddle,-2,,,,,,
swag,1,,,,,,
swear,-1,,,,,,
sweat,-1,,,,,,
sweet,2,,,,,,
sweetheart,1,,,,,,
sweetie,1,,,,,,
sweetly,2,,,,,,
sweetness,1,,,,,,
sweets,2,,,,,,
swim,-1,,,,,,
swindle,-2,,,,,,
switch,-2,,,,,,
swoon,-1,,,,,,
swore,-2,,,,,,
symptom,-2,,,,,,
syncope,-1,,,,,,
tabon,-1,,,,,,
taboo,-2,,,,,,
tackle,-1,,,,,,
tacky,-1,,,,,,
taint,-2,,,,,,
talent,2,,,,,,
talented,1,,,,,,
talentless,-1,,,,,,
tall,1,,,,,,
tamper,-1,,,,,,
tanda,1,,,,,,
tangible,1,,,,,,
tank,2,,,,,,
tantrum,-1,,,,,,
tard,-2,,,,,,
tardy,-2,,,,,,
tare,-1,,,,,,
tariff,-2,,,,,,
tarnish,-1,,,,,,
tasteless,-1,,,,,,
tasty,1,,,,,,
tatafo,-1,,,,,,
tatter,-2,,,,,,
tatty,-1,,,,,,
taunt,-2,,,,,,
tawdry,-1,,,,,,
tax,-2,,,,,,
taya,-1,,,,,,
tear,-1,,,,,,
teardrop,-1,,,,,,
tears,-1,,,,,,
tease,-1,,,,,,
teasing,-1,,,,,,
tedious,-1,,,,,,
tehe,1,,,,,,
temper,-1,,,,,,
tempers,-1,,,,,,
tempest,-2,,,,,,
tempestuous,-2,,,,,,
temporarily,-1,,,,,,
temptation,-2,,,,,,
tender,1,,,,,,
tenderf,1,,,,,,
tendergreen,1,,,,,,
tendering,1,,,,,,
tenderis,1,,,,,,
tenderloin,1,,,,,,
tense,-1,,,,,,
tensing,-1,,,,,,
tension,-1,,,,,,
terminate,-1,,,,,,
terrible,-2,,,,,,
terribly,-2,,,,,,
terrific,2,,,,,,
terrified,-1,,,,,,
terrifies,-1,,,,,,
terrify,-1,,,,,,
terror,-2,,,,,,
terrorist,-2,,,,,,
thank,2,,,,,,
thanked,2,,,,,,
thankful,2,,,,,,
thankfully,2,,,,,,
thanks,2,,,,,,
thanx,2,,,,,,
theft,-2,,,,,,
thickened ,-1,,,,,,
thief,-2,,,,,,
thieve,-2,,,,,,
thievery,-2,,,,,,
thieves,-2,,,,,,
thirst,-1,,,,,,
thirsty,-2,,,,,,
thnx,2,,,,,,
thorny,-2,,,,,,
thoughtful,2,,,,,,
thoughtless,-2,,,,,,
thrash,-2,,,,,,
threat,-1,,,,,,
threaten,-2,,,,,,
threatening,-2,,,,,,
threnody,-1,,,,,,
thriller,2,,,,,,
thrive,1,,,,,,
throttle,-1,,,,,,
throw,-1,,,,,,
thud,-2,,,,,,
thunda,-2,,,,,,
thunder,-2,,,,,,
thwart,-2,,,,,,
tian,-1,,,,,,
ticked,-1,,,,,,
tiff,-1,,,,,,
tiffam,-1,,,,,,
timid,-2,,,,,,
timid,-2,,,,,,
tinny,-1,,,,,,
tire,-1,,,,,,
tired,-1,,,,,,
tirelessly,1,,,,,,
tiresome,-1,,,,,,
toast,1,,,,,,
togetherness,1,,,,,,
toil,-2,,,,,,
tolerable,1,,,,,,
toleran,2,,,,,,
tolerate,1,,,,,,
tommyrot,-2,,,,,,
topple,-2,,,,,,
tori,1,,,,,,
torment,-2,,,,,,
torrent,-1,,,,,,
tortur,-1,,,,,,
torture,-2,,,,,,
torturous,-2,,,,,,
tosser,-2,,,,,,
tosspot,-2,,,,,,
totori,1,,,,,,
touchable,1,,,,,,
touchy,-2,,,,,,
tough,-2,,,,,,
toughness,1,,,,,,
tout,-1,,,,,,
trade,1,,,,,,
traged,-1,,,,,,
tragic,-1,,,,,,
tragicomed,1,,,,,,
traitor,-1,,,,,,
tramp,-2,,,,,,
trample,-2,,,,,,
trance,-1,,,,,,
tranquil,2,,,,,,
tranquilize,1,,,,,,
transgress,-2,,,,,,
transmissible,-1,,,,,,
transmittable,-1,,,,,,
trap,-1,,,,,,
trapped,-1,,,,,,
trash,-2,,,,,,
trashy,-1,,,,,,
trauma,-1,,,,,,
traumatise,1,,,,,,
traverse,-1,,,,,,
treacher,-1,,,,,,
treason,-1,,,,,,
treasure,2,,,,,,
treasurer,1,,,,,,
treat,2,,,,,,
tremendous,2,,,,,,
trespass,-2,,,,,,
trick,-2,,,,,,
trickster,-1,,,,,,
trite,-1,,,,,,
triumph,1,,,,,,
trivi,-2,,,,,,
trivium,1,,,,,,
trobu,-2,,,,,,
trouble,-1,,,,,,
troubled,-1,,,,,,
troubleshoot,1,,,,,,
troway,-1,,,,,,
trowayface,-1,,,,,,
truant,-2,,,,,,
trudg,-2,,,,,,
true ,1,,,,,,
truehearted,1,,,,,,
truelove,1,,,,,,
trueness,2,,,,,,
truer,2,,,,,,
truest,2,,,,,,
truly,1,,,,,,
trust,2,,,,,,
trustee,1,,,,,,
trustworthy,2,,,,,,
truth,2,,,,,,
tugbaski,1,,,,,,
tumble,-2,,,,,,
turbulent,-2,,,,,,
turmoil,-1,,,,,,
twale,1,,,,,,
twat,-2,,,,,,
twist,1,,,,,,
twit,-2,,,,,,
twitch,-1,,,,,,
twunt,-2,,,,,,
tyranny,-1,,,,,,
tyranous,-1,,,,,,
tyrant,-1,,,,,,
ugh,-1,,,,,,
ugl,-1,,,,,,
ugly,-2,,,,,,
ultimatum,-2,,,,,,
unable,-2,,,,,,
unacceptable,-1,,,,,,
unaccepted,-2,,,,,,
unaccountable,-2,,,,,,
unaccustomed,-2,,,,,,
unafraid,1,,,,,,
unagitated,1,,,,,,
unanswered,-1,,,,,,
unapproachable,-1,,,,,,
unapproved,-1,,,,,,
unarm,1,,,,,,
unattended,-1,,,,,,
unattractive,-1,,,,,,
unauthentic,-2,,,,,,
unauthorised,-1,,,,,,
unauthorized,-1,,,,,,
unavailable,-1,,,,,,
unavoidable,-2,,,,,,
unaware,-1,,,,,,
unbearabl,-1,,,,,,
unbearable,-2,,,,,,
unbecoming,-1,,,,,,
unbelievabl,-2,,,,,,
unbelievable,-1,,,,,,
unceasing,1,,,,,,
uncertain,-1,,,,,,
uncertainty,-1,,,,,,
unchanged,-1,,,,,,
uncivil,-2,,,,,,
unclean,-2,,,,,,
unclear,-2,,,,,,
uncollectible,-2,,,,,,
uncomfortabl,-1,,,,,,
uncomfortable,-2,,,,,,
uncomfortableness,-1,,,,,,
unconcerned,-1,,,,,,
unconstraint ,-1,,,,,,
uncontrol,-2,,,,,,
unconventional,-1,,,,,,
uncountable,-1,,,,,,
uncounted,-1,,,,,,
uncouth,-2,,,,,,
uncredited,-1,,,,,,
undependable,-2,,,,,,
underestimate,-1,,,,,,
undermine,-2,,,,,,
underrate,-1,,,,,,
understandable,1,,,,,,
undervalue,-1,,,,,,
underworld,-2,,,,,,
undid,-1,,,,,,
undignified,-2,,,,,,
undo,-1,,,,,,
undone,-2,,,,,,
undue,-1,,,,,,
uneasiness,-2,,,,,,
uneasy,-2,,,,,,
uneconomical,-2,,,,,,
unemployed,-1,,,,,,
unending,1,,,,,,
unequal,-2,,,,,,
unethical,-2,,,,,,
uneven,-1,,,,,,
unexpectedly,-2,,,,,,
unexplainable,-1,,,,,,
unfair,-2,,,,,,
unfairly,-1,,,,,,
unfaithful,-2,,,,,,
unfamiliar,-2,,,,,,
unfavorable,-2,,,,,,
unfeeling,-2,,,,,,
unfeigned,1,,,,,,
unfit,-2,,,,,,
unforeseen,-1,,,,,,
unfortunate,-2,,,,,,
unfreeze ,1,,,,,,
unfriendly,-2,,,,,,
ungenerous,-2,,,,,,
ungrateful,-1,,,,,,
unguarded,-2,,,,,,
unhappy,-1,,,,,,
unhealth,-2,,,,,,
unhelpful,-1,,,,,,
unhinge,-1,,,,,,
uniform,1,,,,,,
unimportant,-2,,,,,,
unimpress,-2,,,,,,
uninformed,-2,,,,,,
united,1,,,,,,
unjust,-1,,,,,,
unjustified,-1,,,,,,
unkind,-1,,,,,,
unlawful,-1,,,,,,
unlawfully,-1,,,,,,
unlikely,-1,,,,,,
unlimited,1,,,,,,
unlucky,-2,,,,,,
unmanageable,-1,,,,,,
unmoved,-2,,,,,,
unnatural,-1,,,,,,
unnecessarily,-1,,,,,,
unnecessary,-1,,,,,,
unnerve,-2,,,,,,
unnoticed,-2,,,,,,
unobserved,-2,,,,,,
unpaid,-2,,,,,,
unpleasant,-2,,,,,,
unpopular,-2,,,,,,
unprofessional,-1,,,,,,
unprofitable,-2,,,,,,
unprotected,-1,,,,,,
unqualified,-2,,,,,,
unreachable,-1,,,,,,
unreal,-1,,,,,,
unreasonable,-2,,,,,,
unreasoning,-1,,,,,,
unrefunded,-1,,,,,,
unreliable,-2,,,,,,
unresolved,-2,,,,,,
unresponsive,-1,,,,,,
unrest,-2,,,,,,
unruly,-2,,,,,,
unsafe,-2,,,,,,
unsatisfactory,-2,,,,,,
unsavo,-1,,,,,,
unscrupulous,-2,,,,,,
unscrupulous,-1,,,,,,
unsecured,-1,,,,,,
unseen,-1,,,,,,
unselfish,1,,,,,,
unserious,-2,,,,,,
unsettling,-2,,,,,,
unsighted,-1,,,,,,
unsolved,-2,,,,,,
unsound,-2,,,,,,
unspeakable,-2,,,,,,
unstable,-2,,,,,,
unsteadiness,-2,,,,,,
unsteady,-2,,,,,,
unstoppable,1,,,,,,
unsubstantial,-1,,,,,,
unsuccessful,-2,,,,,,
unsuccessfully,-2,,,,,,
unsupported,-1,,,,,,
unsure,-2,,,,,,
untimely,-2,,,,,,
untrained,-2,,,,,,
untrue,-2,,,,,,
untrustworthy,-2,,,,,,
untruth,-1,,,,,,
unusual,-1,,,,,,
unwarranted,-1,,,,,,
unwilling,-2,,,,,,
unwise,-2,,,,,,
unworthy,-2,,,,,,
upbeat,2,,,,,,
upchuck,-2,,,,,,
upgrade,1,,,,,,
upheaval,-2,,,,,,
uprising,-2,,,,,,
uproar,-2,,,,,,
uproot,-2,,,,,,
upset,-1,,,,,,
upset,-1,,,,,,
uptight,-1,,,,,,
urge,1,,,,,,
usable,2,,,,,,
useable ,2,,,,,,
useful,2,,,,,,
useless,-2,,,,,,
usurp,-2,,,,,,
vacate ,-1,,,,,,
vacillate,-1,,,,,,
vagabond,-2,,,,,,
vagrant,-2,,,,,,
vague,-2,,,,,,
vain,-1,,,,,,
valid,1,,,,,,
valuable,2,,,,,,
value,1,,,,,,
valued,2,,,,,,
values,2,,,,,,
valuing,2,,,,,,
vamove,-1,,,,,,
vanish,-2,,,,,,
vanity,-2,,,,,,
vanquish,-1,,,,,,
vehement,-1,,,,,,
venerable,2,,,,,,
venerate,2,,,,,,
vengeance,-1,,,,,,
venom,-1,,,,,,
venomous,-1,,,,,,
veto,-2,,,,,,
vex,-2,,,,,,
vexation,-2,,,,,,
vexed,-2,,,,,,
vexing,-2,,,,,,
vice,-1,,,,,,
vicious,-1,,,,,,
victim,-1,,,,,,
victimize,-1,,,,,,
victorious,1,,,,,,
vie,-2,,,,,,
vigor,1,,,,,,
vigour,1,,,,,,
vile,-1,,,,,,
vilification,-1,,,,,,
vilipend,-1,,,,,,
villain,-1,,,,,,
violate,-2,,,,,,
violation,-2,,,,,,
violence,-2,,,,,,
violent,-2,,,,,,
viper,-2,,,,,,
virtue,1,,,,,,
virtuo,1,,,,,,
visible,1,,,,,,
vital,1,,,,,,
vitalis,1,,,,,,
vitaliz,1,,,,,,
vitiate,-1,,,,,,
vociferous,-2,,,,,,
void,-2,,,,,,
vom,-1,,,,,,
vomit,-1,,,,,,
vulgar,-2,,,,,,
vulnerable,-2,,,,,,
vulture,-1,,,,,,
wack,-2,,,,,,
wacko,-1,,,,,,
wahala,-2,,,,,,
wail,-2,,,,,,
waka,-1,,,,,,
wallow,-2,,,,,,
wander,-1,,,,,,
wane,-2,,,,,,
wanka,-2,,,,,,
wanker,-2,,,,,,
wanton,-1,,,,,,
wantonness ,-1,,,,,,
war,-1,,,,,,
warfare,-1,,,,,,
warlike,-2,,,,,,
warm,1,,,,,,
warmheart,1,,,,,,
warmly,2,,,,,,
warp,-2,,,,,,
warred,-1,,,,,,
warring,-1,,,,,,
wars,-1,,,,,,
wary,-1,,,,,,
wassock,-2,,,,,,
waste,-1,,,,,,
wasting,-1,,,,,,
watery,-1,,,,,,
wawu,1,,,,,,
waya,-1,,,,,,
waylay,-2,,,,,,
wayo,-2,,,,,,
wayward,-2,,,,,,
wazzock,-2,,,,,,
weak,-2,,,,,,
weaken,-1,,,,,,
wealth,1,,,,,,
wealthy,1,,,,,,
weapon,-2,,,,,,
weariness,-2,,,,,,
wearisome,-1,,,,,,
weary,-1,,,,,,
wee,-2,,,,,,
weed,-2,,,,,,
weep,-2,,,,,,
weird,-2,,,,,,
weirdo,-2,,,,,,
well,2,,,,,,
wella,2,,,,,,
welldone,2,,,,,,
wellies,1,,,,,,
welling,1,,,,,,
wells,1,,,,,,
wench,-2,,,,,,
wept,-1,,,,,,
werey,-2,,,,,,
whack,-2,,,,,,
whammy,-1,,,,,,
whimper,-2,,,,,,
whine,-1,,,,,,
whining,-1,,,,,,
whip,-2,,,,,,
wholehearted,1,,,,,,
wholeheartedly,1,,,,,,
whooping,-1,,,,,,
whore,-1,,,,,,
wicked,1,,,,,,
wickedn,-1,,,,,,
wickedness,-1,,,,,,
wild,-1,,,,,,
wildness ,-1,,,,,,
wilt,-2,,,,,,
wily,-2,,,,,,
wimp,-1,,,,,,
wimple,1,,,,,,
win,1,,,,,,
wince,-2,,,,,,
winner,2,,,,,,
winning,2,,,,,,
wins,1,,,,,,
wisdom,1,,,,,,
wise,1,,,,,,
wiseacre,-2,,,,,,
wisely,1,,,,,,
witch,-1,,,,,,
witchcraft,-2,,,,,,
withheld,-2,,,,,,
withhold,-2,,,,,,
wizard,1,,,,,,
woe,-1,,,,,,
won,1,,,,,,
wonda,1,,,,,,
wonderful,2,,,,,,
wori,-1,,,,,,
worn,-2,,,,,,
worr,-1,,,,,,
worri,-1,,,,,,
worried,-1,,,,,,
worrisome,-1,,,,,,
worry,-1,,,,,,
worrying,-1,,,,,,
worse,-2,,,,,,
worsen,-2,,,,,,
worship,2,,,,,,
worshipper,1,,,,,,
worst,-2,,,,,,
worth,2,,,,,,
worthless,-2,,,,,,
worthwhile,2,,,,,,
worthy,2,,,,,,
worwor,-2,,,,,,
wound,-1,,,,,,
wounjur,-1,,,,,,
wow,2,,,,,,
wrath,-2,,,,,,
wreck,-2,,,,,,
wrestle,-2,,,,,,
wretch,-1,,,,,,
wrinkle,-2,,,,,,
writhe,-2,,,,,,
wrong,-2,,,,,,
wrongful,-1,,,,,,
wrongfully,-1,,,,,,
wrongly,-2,,,,,,
wrought,-1,,,,,,
wunjure,-1,,,,,,
wuruwuru,-2,,,,,,
xox,2,,,,,,
xx,2,,,,,,
yab,-1,,,,,,
yansh,-1,,,,,,
yawa,-2,,,,,,
yawn,-2,,,,,,
yay,2,,,,,,
yays,1,,,,,,
yayyy,2,,,,,,
yearn,-2,,,,,,
yelp,-2,,,,,,
yeye,-1,,,,,,
yimu,-1,,,,,,
young,1,,,,,,
youthful,1,,,,,,
yucky,-1,,,,,,
yummy,1,,,,,,
zealous,1,,,,,,
zest,2,,,,,,
zestril,1,,,,,,
efcc,-1,,,,,,
mmm,-2,,,,,,
haba,-1,,,,,,
mtcheeew,-1,,,,,,
weyrey,-1,,,,,,
swallowed,-2,,,,,,
posting,-2,,,,,,
distasteful,-1,,,,,,
since,-1,,,,,,
till,-1,,,,,,
ail,-1,,,,,,
ails,-1,,,,,,
ailed,-1,,,,,,
able,1,,,,,,
top,1,,,,,,
yahoo,-1,,,,,,
bottom,-1,,,,,,
